,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
4002,235515,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,242 Richland Ave,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.7358054,-122.4218612
4004,92302,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1238 23rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/27/09 0:00,2,3x3,37.76448065,-122.4814126
4005,234178,DPW Maintained,Pittosporum undulatum :: Victorian Box,124 Webster St,4.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.77212478,-122.428686
4009,194625,DPW Maintained,Pittosporum undulatum :: Victorian Box,131 Shipley St,17.0,Sidewalk: Curb side : Cutout,Private,,7,Width 2ft,37.78039624,-122.4021451
4010,209483,DPW Maintained,Maytenus boaria :: Mayten,67 Madrone Ave,2.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.74242842,-122.4671806
4014,102623,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,351 Chestnut St,1.0,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.80420514,-122.4091101
4015,47118,Permitted Site,Ginkgo biloba :: Maidenhair Tree,111X Kingston St,2.0,Sidewalk: Curb side : Cutout,Private,5/3/02 0:00,3,3x3,37.74174096,-122.422278
4016,187701,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,150x Executive Park Blvd,10.0,Median : Yard,DPW,,24,Width 8ft,37.71128352,-122.3928504
4017,244101,DPW Maintained,Prunus cerasifera :: Cherry Plum,415 Shrader St,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 0ft,37.77070548,-122.4522089
4020,83411,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4417-4417 Lincoln Way,1.0,Sidewalk: Curb side : Cutout,Private,1/28/08 0:00,2,3x3,37.7641086,-122.505451
4022,135452,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,661 Washington St,4.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.79534471,-122.4042402
4027,248333,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,1329 Masonic Ave,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 0ft,37.76869373,-122.4450601
4030,26294,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1900X San Jose Ave,13.0,Sidewalk: Curb side : Cutout,DPW,6/20/97 0:00,3,3X3,37.72676778,-122.4416782
4033,18336,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',325 Potrero Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,40,3X3,37.76533489,-122.4073923
4038,1570,DPW Maintained,Pittosporum undulatum :: Victorian Box,582 Arguello Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,60,3X3,37.77968681,-122.4586506
4042,229536,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1610 Sanchez St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 2ft,37.74312919,-122.4289469
4043,130693,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2332 Baker St,10.0,Sidewalk: Property side : Yard,Private,,8,Width 3ft,37.79283457,-122.4446927
4044,129898,DPW Maintained,Lophostemon confertus :: Brisbane Box,400 Cherry St,6.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.78640638,-122.4567197
4047,24131,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,101X Whitney Young Cir,2.0,Sidewalk: Curb side : Cutout,DPW,,12,3x3,37.73638681,-122.3857126
4048,71611,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,623 37th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,,37.77709327,-122.497501
4049,7655,DPW Maintained,Ulmus parvifolia :: Chinese Elm,3331 Folsom St,1.0,Sidewalk: Curb side : Cutout,Private,6/22/11 0:00,3,4x4,37.74467207,-122.4132133
4051,20109,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,15X Starr King Way,2.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.78451937,-122.4232119
4053,212079,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,121 San Pablo Ave,1.0,Sidewalk: Curb side : Yard,Private,,18,Width 6ft,37.73808094,-122.4623147
4055,133596,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3235 Pacific Ave,3.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.79156873,-122.4483203
4056,19562,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,399X Saint Joseph's Ave,10.0,Sidewalk: Curb side : Cutout,DPW,,3,3X3,37.7828307,-122.4428615
4057,97147,Undocumented,Lophostemon confertus :: Brisbane Box,2001X Harrison St,3.0,Sidewalk: Curb side : Cutout,Private,,5,3x3,37.76540357,-122.4131712
4058,185852,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2000 Sunset Blvd,2.0,Sidewalk: Curb side : Yard,Private,,19,Width 0ft,37.7483899,-122.4947475
4059,14466,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,201 Masonic Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,60,2X3,37.77997481,-122.4474174
4062,171265,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,186 Edinburgh St,1.0,Sidewalk: Curb side : Cutout,Private,11/27/19 0:00,3,Width 3ft,37.72617803,-122.4284343
4063,138556,DPW Maintained,Pittosporum undulatum :: Victorian Box,2130 POST ST,8.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.7847123,-122.4371862
4064,130765,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2672 Vallejo St,3.0,Sidewalk: Curb side : Yard,Private,,11,Width 5ft,37.7944972,-122.4413424
4065,129939,DPW Maintained,Lophostemon confertus :: Brisbane Box,2110 Buchanan St,5.0,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.79009735,-122.430647
4066,47408,DPW Maintained,Prunus cerasifera :: Cherry Plum,1232 Anza St,1.0,Sidewalk: Curb side : Cutout,Private,5/14/02 0:00,5,,37.77929572,-122.4615451
4068,142095,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,601 SCOTT ST,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.77538427,-122.4362382
4070,237221,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,4042 Cesar Chavez St,3.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.74755944,-122.4303302
4074,64502,DPW Maintained,Pittosporum undulatum :: Victorian Box,531 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,7/20/88 0:00,10,,37.77523718,-122.4396315
4075,195597,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,410 The Embarcadero,2.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.78449044,-122.3882985
4077,242584,DPW Maintained,Ulmus parvifolia :: Chinese Elm,625 Elizabeth St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.75199647,-122.434798
4078,234971,DPW Maintained,Pittosporum undulatum :: Victorian Box,22 Hoffman Ave,2.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.75341204,-122.4409269
4079,230107,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,54 Bonview St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.74395171,-122.416308
4080,233700,DPW Maintained,Olea europaea :: Olive Tree,3841 23rd St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.75317655,-122.4285347
4081,241773,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,151 Valley St,2.0,Sidewalk: Curb side : Cutout,Private,,1,Width 4ft,37.7445115,-122.4255471
4086,124799,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2898 Union St,3.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.79574498,-122.4465315
4087,175433,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,102 Trumbull St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 2ft,37.73072217,-122.4282502
4088,209487,DPW Maintained,Maytenus boaria :: Mayten,177 Wawona St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.74027513,-122.4675973
4090,239521,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2 Putnam St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.73968652,-122.4108071
4091,228617,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,576 Hill St,1.0,Sidewalk: Curb side : Cutout,Private,,6,3x3,37.75539091,-122.4338292
4095,55803,DPW Maintained,Pittosporum undulatum :: Victorian Box,39 Atalaya Ter,1.0,Sidewalk: Curb side : Cutout,Private,3/30/73 0:00,21,,37.77598256,-122.4475592
4097,204772,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1463 17th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.76064434,-122.4748568
4100,96219,DPW Maintained,Lophostemon confertus :: Brisbane Box,170 Fell St,3.0,Sidewalk: Curb side : Cutout,DPW,12/19/15 9:39,3,3x3,37.77672505,-122.420465
4103,17627,DPW Maintained,Ulmus parvifolia :: Chinese Elm,1135 Persia Ave,2.0,Sidewalk: Curb side : Cutout,DPW,4/27/05 0:00,3,3X3,37.71886582,-122.4268623
4104,11725,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,899X Junipero Serra Blvd,20.0,Sidewalk: Curb side : Cutout,PUC,1/18/08 0:00,3,3x3,37.72165289,-122.4722096
4105,19236,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,651 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,,18,3X3,37.77564689,-122.4363205
4106,90991,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2801 Balboa St,3.0,Sidewalk: Curb side : Cutout,DPW,7/23/12 0:00,3,3x3,37.77601754,-122.4890004
4107,6688,Permitted Site,Lophostemon confertus :: Brisbane Box,1795X Evans Ave,4.0,Sidewalk: Curb side : Cutout,Purchasing Dept,,12,3X3,37.74497286,-122.3921056
4108,235113,DPW Maintained,Pittosporum undulatum :: Victorian Box,200X Prospect Ave,3.0,Sidewalk: Curb side : Cutout,Private,4/7/20 9:12,3,5x5,37.74232657,-122.4195621
4111,16181,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,460 Monterey Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.73166045,-122.4457131
4112,219140,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,10 Monterey Blvd,3.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.73218898,-122.4354327
4113,250351,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,90 Scenic Way,4.0,Sidewalk: Curb side : Yard,Private,,13,,37.78858921,-122.4867269
4115,8760,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3355 Geary Blvd,5.0,Sidewalk: Curb side : Cutout,Private,,6,3X3,37.78136906,-122.4548435
4116,5449,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,513 Dolores St,1.0,Sidewalk: Curb side : Cutout,DPW,10/4/16 0:00,22,3X3,37.76113954,-122.4258947
4117,47804,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,51 Escondido Ave,1.0,Sidewalk: Curb side : Cutout,Private,6/12/02 0:00,10,,37.73471299,-122.4900221
4118,195855,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,220 07th St,2.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.77773848,-122.4092541
4121,195276,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,579 Market St,4.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.78960416,-122.4007341
4122,125311,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,550 Davis St,6.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.79746693,-122.3983273
4125,29405,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2901X Ingalls St,3.0,Sidewalk: Curb side : Cutout,Private,2/28/06 0:00,4,3x3,37.72080604,-122.3913783
4128,177580,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,765 Morse St,1.0,Sidewalk: Curb side : Pot,Private,,9,Width 5ft,37.71042252,-122.447774
4130,8927,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,4600 Geary Blvd,4.0,Median : Cutout,DPW,,12,M6,37.78089452,-122.4685475
4131,210335,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,135 Lomita Ave,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.75787485,-122.4728691
4134,178792,DPW Maintained,Prunus cerasifera :: Cherry Plum,717 Avalon Ave,3.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.72509867,-122.4266641
4138,220824,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,2925 20th St,2.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.75910347,-122.4102418
4140,234116,DPW Maintained,Pittosporum undulatum :: Victorian Box,854 York St,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.75836811,-122.4088019
4141,127306,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2609 Fillmore St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.79377116,-122.4348956
4142,125827,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,2411 Franklin St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.79661654,-122.4253635
4143,225677,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,600X Jarboe Ave,3.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.73820621,-122.4125066
4144,74792,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,749 Polk St,2.0,Sidewalk: Curb side : Cutout,Private,,4,,37.78379752,-122.4193988
4145,16969,DPW Maintained,Lophostemon confertus :: Brisbane Box,770 Oak St,1.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.77390128,-122.4319267
4147,52595,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1609@ 3RD  ST Revere Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/31/06 0:00,4,,37.73171473,-122.3904252
4148,131479,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,455 Golden Gate Ave,10.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.78131758,-122.4175427
4150,71793,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,2125 Hayes St,1.0,Sidewalk: Curb side : Cutout,Private,,5,,37.77318909,-122.451518
4160,42869,DPW Maintained,Prunus cerasifera :: Cherry Plum,2463 32nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/3/00 0:00,6,,37.74127183,-122.4896206
4161,52578,DPW Maintained,Pittosporum undulatum :: Victorian Box,131 07th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/13/06 0:00,5,,37.78600793,-122.4657998
4165,56423,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,275 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/20/73 0:00,22,,37.78281915,-122.4774966
4167,143294,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1020 MARKET ST,1.0,Sidewalk: Curb side : Cutout,DPW,,10,Width 0ft,37.78206953,-122.4106228
4168,220318,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,210 Collingwood St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.75905314,-122.4360177
4175,3171,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,3480X California St,1.0,Sidewalk: Curb side : Cutout,Private,,45,3X3,37.78693166,-122.4514606
4176,28963,DPW Maintained,Lophostemon confertus :: Brisbane Box,121 09th St,2.0,Sidewalk: Curb side : Cutout,Private,2/17/06 0:00,7,3x3,37.77599576,-122.4142673
4177,156905,Planning Code 138.1 required,Pittosporum undulatum :: Victorian Box,3201x 17th St,1.0,Sidewalk: Curb side : Cutout,Private,6/26/17 0:00,3,3x6,37.76332178,-122.4175095
4178,201722,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,2 Lindsay Cir,3.0,Sidewalk: Property side : Yard,Private,,26,,37.73502598,-122.3860288
4180,7457,DPW Maintained,Ulmus parvifolia :: Chinese Elm,2577 Folsom St,1.0,Sidewalk: Curb side : Cutout,Private,,60,3X3,37.75608249,-122.4143325
4183,23475,DPW Maintained,Pittosporum undulatum :: Victorian Box,2363 Van Ness Ave,3.0,Sidewalk: Curb side : Cutout,DPW,,8,3X3,37.79739122,-122.4239224
4184,241961,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,48x Ellert St,2.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.73847915,-122.4184873
4185,131398,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2331 Vallejo St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 4ft,37.79511094,-122.4355111
4186,32205,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1697 Alabama St,1.0,Sidewalk: Curb side : Cutout,Private,8/22/95 0:00,8,,37.74567254,-122.4103963
4188,230136,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,500 Corbett Ave,5.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.75750276,-122.4443434
4190,1191,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3044 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,Private,2/18/98 0:00,12,3X3,37.71096874,-122.4538957
4191,30904,DPW Maintained,Lophostemon confertus :: Brisbane Box,2 Henry Adams St,3.0,Sidewalk: Curb side : Cutout,Private,3/13/95 0:00,19,,37.76917216,-122.4040306
4193,14937,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,200X Mendell St,5.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.74183964,-122.3841059
4196,95151,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,250 23rd Ave,7.0,Sidewalk: Curb side : Cutout,SFUSD,,13,,37.78290686,-122.4827234
4197,235800,DPW Maintained,Prunus cerasifera :: Cherry Plum,101 Clinton Park,4.0,Sidewalk: Curb side : Cutout,Private,,3,Width 2ft,37.76920583,-122.4230342
4199,202633,DPW Maintained,Lophostemon confertus :: Brisbane Box,1400 07th St,5.0,Sidewalk: Curb side : Cutout,Private,3/20/18 0:00,3,Width 4ft,37.76673618,-122.3954491
4200,247958,DPW Maintained,Prunus cerasifera :: Cherry Plum,10 Joy St,1.0,Front Yard : Yard,Private,,11,,37.74377395,-122.4066748
4201,218043,DPW Maintained,Prunus cerasifera :: Cherry Plum,101 Montalvo Ave,4.0,Sidewalk: Curb side : Yard,Private,,3,Width 3ft,37.74507884,-122.4644799
4202,250239,DPW Maintained,Maytenus boaria :: Mayten,523 Commercial St,3.0,Sidewalk: Curb side : Pot,Private,,6,Width 0ft,37.79449976,-122.4007429
4203,231337,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4864 17th St,2.0,Sidewalk: Curb side : Pot,Private,,6,Width 3ft,37.76162053,-122.4504003
4204,244346,DPW Maintained,Pyrus calleryana :: Ornamental Pear,300 Octavia St,1.0,Sidewalk: Curb side : Cutout,DPW,,4,Width 0ft,37.77495475,-122.424002
4206,234138,DPW Maintained,Pittosporum undulatum :: Victorian Box,68 Cumberland St,1.0,Sidewalk: Curb side : Cutout,Private,,21,Width 3ft,37.75913778,-122.4250539
4207,134110,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2716 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.79509167,-122.4400573
4210,2793,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,5000 California St,2.0,Sidewalk: Curb side : Cutout,DPW,,35,3x3,37.7846396,-122.4712101
4211,209327,DPW Maintained,Maytenus boaria :: Mayten,1283 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 5ft,37.76407766,-122.474013
4212,212456,DPW Maintained,Prunus cerasifera :: Cherry Plum,302 Westgate Dr,1.0,Sidewalk: Curb side : Yard,Private,,3,Width 2ft,37.73115802,-122.4640849
4214,193310,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1500 Galvez Ave,8.0,Sidewalk: Curb side : Cutout,Private,,1,Width 4ft,37.7400007,-122.3863232
4215,133647,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3636 Buchanan St,3.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.80365298,-122.4333692
4217,177721,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,0 Higuera Ave,4.0,Sidewalk: Curb side : Yard,Private,,5,,37.71822672,-122.4839072
4218,1479,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,275 Arguello Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,10,3X3,37.78598059,-122.4593245
4219,208445,DPW Maintained,Lophostemon confertus :: Brisbane Box,59 Dorado Ter,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.7265569,-122.4607914
4221,774,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,1500X 37th Ave,2.0,Sidewalk: Curb side : Cutout,DPW,,18,3,37.7579943,-122.4960085
4224,16251,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,624 Monterey Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.73164284,-122.4495044
4225,235833,DPW Maintained,Prunus cerasifera :: Cherry Plum,1960 Bryant St,4.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.76217777,-122.4102678
4228,63636,DPW Maintained,Prunus cerasifera :: Cherry Plum,709 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,5/22/87 0:00,4,,37.77702572,-122.4400118
4229,205087,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,1000x Junipero Serra Blvd,40.0,Median : Cutout,DPW,,5,Width 0ft,37.72053043,-122.4723852
4231,234059,DPW Maintained,Pittosporum undulatum :: Victorian Box,47 Fair Oaks St,4.0,Sidewalk: Curb side : Cutout,Private,,4,Width 5ft,37.75593179,-122.4243123
4233,200023,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1550 Griffith St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.72548916,-122.3817006
4236,112798,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,741 Vallejo St,3.0,Sidewalk: Curb side : Cutout,Private,,2,3x3,37.79839103,-122.4097371
4237,23531,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2750 Van Ness Ave,6.0,Sidewalk: Curb side : Cutout,DPW,2/2/91 0:00,12,3x14,37.80103575,-122.4242692
4239,1465,DPW Maintained,Pittosporum undulatum :: Victorian Box,196 Arguello Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,11,3X3,37.78676397,-122.4591698
4241,256905,Planning Code 138.1 required,Tristaniopsis laurina :: Swamp Myrtle,338 Princeton St,1.0,Sidewalk: Curb side : Cutout,Private,1/3/19 0:00,3,3x3,37.7253622,-122.4151207
4243,134368,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,920 Eddy St,4.0,Sidewalk: Curb side : Cutout,Private,,5,Width 4ft,37.78267445,-122.423135
4244,256910,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,835 South Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/7/19 0:00,3,3x3,37.75982562,-122.416793
4246,12274,DPW Maintained,Lophostemon confertus :: Brisbane Box,721 Laguna St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.7776848,-122.4266521
4247,134150,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2515 Webster St,4.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.79386326,-122.4332336
4249,23120,DPW Maintained,Lophostemon confertus :: Brisbane Box,1497 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,6/9/95 0:00,20,3x3,37.74903265,-122.4202575
4250,104434,Significant Tree,Corymbia ficifolia :: Red Flowering Gum,1601X PORTOLA DR,3.0,Front Yard : Yard,Private,,13,,37.73540568,-122.4707266
4252,99484,Undocumented,Corymbia ficifolia :: Red Flowering Gum,700X Miramar Ave,5.0,Median : Cutout,Private,,30,15x280,37.7296093,-122.4580413
4253,202561,DPW Maintained,Lophostemon confertus :: Brisbane Box,675 Brannan St,3.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.77500753,-122.4005751
4254,175708,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,926 Felton St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.72764523,-122.4139805
4255,102265,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2029 Pierce St,1.0,Sidewalk: Curb side : Cutout,Private,,18,4x4,37.78902135,-122.4373198
4256,178736,DPW Maintained,Prunus cerasifera :: Cherry Plum,248 Hester Ave,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 2ft,37.71321037,-122.3990289
4259,205036,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,174 Staples Ave,1.0,Sidewalk: Property side : Yard,Private,,15,Width 10ft,37.72914338,-122.4459935
4262,181392,DPW Maintained,Pittosporum undulatum :: Victorian Box,1500 Sunset Blvd,25.0,Sidewalk: Property side : Yard,Private,,1,Width 0ft,37.75786947,-122.495286
4263,5380,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,299 Dolores St,3.0,Sidewalk: Curb side : Cutout,DPW,7/11/15 14:59,3,4X4,37.7650091,-122.4262678
4264,41656,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1330 Polk St,1.0,Sidewalk: Curb side : Cutout,Private,10/13/69 0:00,3,,37.78925051,-122.4203335
4271,30034,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1718X Alemany Blvd,6.0,Median : Cutout,DPW,3/8/07 0:00,3,3X3,37.72428606,-122.4373132
4273,183245,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2706 Rivera St,4.0,Sidewalk: Curb side : Cutout,Private,7/25/17 0:00,3,3x3,37.7459805,-122.4959937
4274,8708,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,3109 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,6,3X3,37.78175438,-122.4521759
4275,117845,DPW Maintained,Olea europaea :: Olive Tree,620x 39th Ave,2.0,Median : Cutout,DPW,,23,Width 6ft,37.776881,-122.4995492
4276,95992,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,858 31st Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/29/11 0:00,2,3x3,37.77302423,-122.4905907
4277,131655,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,967 Sacramento St,4.0,Sidewalk: Curb side : Cutout,Private,,18,Width 3ft,37.79300576,-122.4087478
4279,228143,DPW Maintained,Lophostemon confertus :: Brisbane Box,327 Coleridge St,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.7413514,-122.4210797
4280,137594,DPW Maintained,Pyrus calleryana :: Ornamental Pear,928 PIERCE ST,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 0ft,37.77864208,-122.4350529
