,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
279,10545,DPW Maintained,Lophostemon confertus :: Brisbane Box,165 Harbor Rd,2.0,Sidewalk: Curb side : Cutout,DPW,2/12/92 0:00,12,3X4,37.732451,-122.3785079
280,51059,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1751 Newcomb Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/9/04 0:00,6,,37.73679169,-122.3926933
282,45648,DPW Maintained,Prunus cerasifera :: Cherry Plum,161 Naples St,1.0,Sidewalk: Curb side : Cutout,Private,10/27/05 0:00,3,,37.7261072,-122.4271553
283,135285,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1000 The Embarcadero,3.0,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.80054971,-122.3990875
284,117714,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,499 41st Ave,5.0,Sidewalk: Curb side : Cutout,Private,,5,Width 1ft,37.77974255,-122.5019824
285,142555,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,680 Francisco St,3.0,Sidewalk: Curb side : Cutout,Private,,16,Width 0ft,37.80436797,-122.416499
286,92462,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3445 Lawton St,4.0,Sidewalk: Curb side : Cutout,Private,7/30/09 0:00,2,3x3,37.75686541,-122.4999649
289,192961,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1 Missouri St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.76609755,-122.3967785
290,126321,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,100 California St,3.0,Sidewalk: Curb side : Cutout,Private,,20,Width 4ft,37.79354772,-122.3980122
291,23044,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1000 Valencia St,3.0,Sidewalk: Curb side : Cutout,DPW,2/1/95 0:00,18,3x3,37.75668817,-122.4212589
292,124958,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,222 Maple St,7.0,Sidewalk: Curb side : Yard,Private,,14,Width 4ft,37.78880889,-122.4554966
294,190357,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',357 Bryant St,1.0,Sidewalk: Curb side : Cutout,Private,,20,Width 3ft,37.78313486,-122.3933905
295,220169,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,1101 San Jose Ave,33.0,Front Yard : Yard,Private,,25,,37.73696787,-122.4253539
296,42162,DPW Maintained,Olea europaea :: Olive Tree,1407 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,Private,6/21/00 0:00,8,,37.77484119,-122.4737999
299,135043,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,252 Broadway,3.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.79852701,-122.4020756
301,100530,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1434 Taylor St,1.0,Sidewalk: Curb side : Cutout,Private,,16,,37.79565809,-122.4131987
303,238725,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,150 Appleton Ave,1.0,Sidewalk: Curb side : Yard,Private,,6,Width 3ft,37.73801158,-122.4220442
304,117963,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,4545 Anza St,11.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.77753646,-122.4965871
305,232455,DPW Maintained,Olea europaea :: Olive Tree,3501 18th St,2.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.76162246,-122.4218174
309,247158,DPW Maintained,Olea europaea :: Olive Tree,3998 17th St,2.0,Sidewalk: Curb side : Pot,Private,,4,Width 3ft,37.76257915,-122.4347076
310,130899,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,810 Mason St,5.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.79128057,-122.4106222
312,209685,DPW Maintained,Maytenus boaria :: Mayten,1867 15th Ave,1.0,Sidewalk: Curb side : Yard,Private,,6,Width 3ft,37.75319307,-122.4721211
313,175497,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,780 Woolsey St,17.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.72287811,-122.4118815
314,138948,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,738 HAYES ST,1.0,Sidewalk: Curb side : Cutout,Private,8/7/08 0:00,4,Width 0ft,37.7762322,-122.4286181
315,44181,DPW Maintained,Pittosporum undulatum :: Victorian Box,3731 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,12/15/00 0:00,8,,37.80435416,-122.4421061
316,97063,DPW Maintained,Lophostemon confertus :: Brisbane Box,1599X Newcomb Ave,4.0,Sidewalk: Curb side : Cutout,SFUSD,,10,3x3,37.7351486,-122.3897551
317,224733,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3590 19th St,2.0,Sidewalk: Curb side : Cutout,Private,,18,Width 3ft,37.7600382,-122.42338
318,105092,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,3150 Jackson St,1.0,Sidewalk: Curb side : Cutout,Private,,5,4X4,37.79097177,-122.4469246
319,2566,DPW Maintained,Pittosporum undulatum :: Victorian Box,1600 Bush St,1.0,Sidewalk: Curb side : Cutout,DPW,,11,4X4,37.78832822,-122.423765
321,140873,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,66 Wood St,4.0,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.78272848,-122.4491116
322,128917,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,2600 Divisadero St,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.79364131,-122.4414767
323,187780,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,230 Middle Point Rd,3.0,Side Yard : Yard,Private,,4,Width 6ft,37.73748583,-122.3793722
324,27059,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,801 Silver Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4x15,37.72893955,-122.4174397
325,133578,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,250 Laurel St,6.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.78892983,-122.4504677
326,222371,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,518 Sanchez St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.76083415,-122.4306382
328,188755,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,151 Executive Park Blvd,5.0,Sidewalk: Curb side : Yard,Private,,12,Width 3ft,37.71139758,-122.3935329
329,43773,DPW Maintained,Pittosporum undulatum :: Victorian Box,103 19th Ave,5.0,Sidewalk: Curb side : Cutout,Private,7/26/00 0:00,6,,37.78567623,-122.478781
331,102923,DPW Maintained,Pittosporum undulatum :: Victorian Box,1461 Pine St,1.0,Sidewalk: Curb side : Cutout,Private,3/12/13 0:00,1,3x3,37.78962626,-122.4198788
333,231293,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3820 25th St,3.0,Sidewalk: Curb side : Cutout,Private,,13,Width 2ft,37.75026409,-122.425502
336,130551,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,3333 Jackson St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.79046521,-122.4498548
338,127680,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',623 Powell St,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 4ft,37.79040981,-122.4089116
339,44312,DPW Maintained,Prunus cerasifera :: Cherry Plum,2574 Broadway,1.0,Sidewalk: Curb side : Cutout,Private,3/2/01 0:00,5,,37.79379946,-122.4393364
344,103764,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,90X Frank Norris St,3.0,Sidewalk: Curb side : Cutout,DPW,11/1/09 0:00,3,3x3,37.78927035,-122.4195758
345,234060,DPW Maintained,Pittosporum undulatum :: Victorian Box,1400 Utah St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.75162404,-122.4053058
346,190183,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',20 Spear St,11.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.79323461,-122.3950955
348,235816,DPW Maintained,Prunus cerasifera :: Cherry Plum,54 Sycamore St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.76267902,-122.4206246
349,213490,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,600 Miramar Ave,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.72772453,-122.4580501
351,95337,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,855@Broadway Battery St,2.0,Sidewalk: Curb side : Cutout,Private,8/17/11 0:00,4,3x3,37.79909187,-122.4012351
352,105802,DPW Maintained,Pittosporum undulatum :: Victorian Box,2550 Fulton St,3.0,Sidewalk: Curb side : Cutout,Private,,20,6x9,37.77431738,-122.4592428
353,209230,DPW Maintained,Maytenus boaria :: Mayten,41 Vista Verde Ct,1.0,Sidewalk: Property side : Yard,Private,,13,Width 3ft,37.7353527,-122.4454252
356,131955,DPW Maintained,Olea europaea :: Olive Tree,1340 Lombard St,3.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.80154625,-122.4235705
358,95966,DPW Maintained,Pittosporum undulatum :: Victorian Box,5500 Geary Blvd,1.0,Median :,DPW,3/12/11 0:00,2,,37.7805919,-122.4785275
360,229933,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,651 29th St,3.0,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.74317641,-122.4343788
361,200897,DPW Maintained,Lophostemon confertus :: Brisbane Box,4251 03rd St,4.0,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.73902624,-122.3890718
362,9871,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1450X Gough St,4.0,Sidewalk: Curb side : Cutout,Private,,36,3X3,37.78688385,-122.4249126
366,76145,DPW Maintained,Lophostemon confertus :: Brisbane Box,2999X Polk St,3.0,Sidewalk: Curb side : Cutout,SFUSD,11/16/96 0:00,6,4x4,37.8033776,-122.4241268
367,205095,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,800x Junipero Serra Blvd,25.0,Median : Cutout,DPW,,5,Width 0ft,37.72407625,-122.4722012
368,177859,DPW Maintained,Olea europaea :: Olive Tree,1601 San Jose Ave,3.0,Sidewalk: Property side : Yard,Private,,6,,37.7302854,-122.436714
369,106083,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3444 Washington St,2.0,Sidewalk: Curb side : Cutout,Private,,21,,37.78966188,-122.4500681
370,48433,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1190 Sacramento St,2.0,Sidewalk: Curb side : Cutout,Private,7/26/02 0:00,10,,37.79262622,-122.4124182
371,203823,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,830 Joost Ave,1.0,Sidewalk: Property side : Yard,Private,,14,,37.73239128,-122.4539439
372,127709,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1423 Taylor St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.79543007,-122.4133114
373,172200,DPW Maintained,Lophostemon confertus :: Brisbane Box,399 Naples St,2.0,Sidewalk: Curb side : Cutout,Private,,0,Width 3ft,37.72253016,-122.4298478
375,130222,DPW Maintained,Lophostemon confertus :: Brisbane Box,1661 Jackson St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.79391181,-122.4227343
376,17213,DPW Maintained,Olea europaea :: Olive Tree,231 Olive St,2.0,Sidewalk: Curb side : Cutout,DPW,,3,3X3,37.78412107,-122.422167
377,238531,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,32 Gough St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.77233688,-122.4209008
378,18719,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,65X Roosevelt Way,7.0,Sidewalk: Curb side : Cutout,DPW,,12,3x3,37.76672106,-122.4372839
379,6085,Permitted Site,Pittosporum undulatum :: Victorian Box,1050X Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,,6,4x4,37.77992553,-122.4404095
380,229042,DPW Maintained,Lophostemon confertus :: Brisbane Box,567 29th St,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.74327272,-122.4325953
381,140669,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,420 STANYAN ST,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 0ft,37.77443116,-122.454503
382,86403,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1719 26th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/19/06 0:00,3,3x3,37.75532907,-122.4841614
384,130683,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2327 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.79216153,-122.4430756
385,235285,DPW Maintained,Pittosporum undulatum :: Victorian Box,84 Seward St,2.0,Sidewalk: Property side : Yard,Private,,4,Width 3ft,37.75867831,-122.4404787
387,133310,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2590 Green St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.79542181,-122.4416082
390,200487,DPW Maintained,Lophostemon confertus :: Brisbane Box,2701 03rd St,5.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.75513733,-122.3878246
391,237634,DPW Maintained,Prunus cerasifera :: Cherry Plum,614 Noe St,2.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.75886302,-122.4326884
392,128089,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',103 North Point St,6.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.80696394,-122.4099387
393,179016,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,70 Curtis St,1.0,Sidewalk: Curb side : Yard,Private,,2,Width 4ft,37.71368727,-122.4397842
394,229901,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1710 Diamond St,1.0,Sidewalk: Curb side : Yard,Private,,3,Width 4ft,37.74380593,-122.4356548
395,38826,DPW Maintained,Pyrus calleryana :: Ornamental Pear,35 06th Ave,2.0,Sidewalk: Curb side : Cutout,Private,10/30/98 0:00,7,,37.78789632,-122.4648636
397,5810,Permitted Site,Callistemon citrinus :: Lemon Bottlebrush,38 Dukes Ct,1.0,Sidewalk: Curb side : Cutout,Private,,6,3X3,37.7369431,-122.3864696
399,238351,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,737 Sanchez St,7.0,Sidewalk: Curb side : Yard,Private,,8,Width 3ft,37.75768146,-122.4302476
401,232598,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,62 Worth St,3.0,Sidewalk: Curb side : Yard,Private,,7,Width 4ft,37.7543975,-122.4399468
402,229002,DPW Maintained,Lophostemon confertus :: Brisbane Box,3505 19th St,2.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.76002023,-122.421844
404,30985,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2021 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/7/09 0:00,4,3x3,37.7940157,-122.4289981
407,51372,DPW Maintained,Maytenus boaria :: Mayten,668 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/12/04 0:00,4,,37.77559066,-122.4768156
408,125011,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,799 Marina Blvd,4.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.80508862,-122.4470362
410,18512,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',626 Powell St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.79058106,-122.408804
412,244519,DPW Maintained,Pittosporum undulatum :: Victorian Box,547 Page St,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 0ft,37.77308716,-122.4297603
413,179998,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1261 Sunnydale Ave,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.71121815,-122.4138312
414,62400,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1080 Chestnut St,1.0,Sidewalk: Curb side : Cutout,Private,10/25/85 0:00,7,,37.80285682,-122.4208902
418,211747,DPW Maintained,Pittosporum undulatum :: Victorian Box,70 Forest Side Ave,1.0,Sidewalk: Curb side : Cutout,Private,3/6/17 0:00,3,Width 3ft,37.74210344,-122.4683732
420,202761,DPW Maintained,Lophostemon confertus :: Brisbane Box,89 Long Bridge St,8.0,Sidewalk: Curb side : Cutout,Private,,2,Width 5ft,37.77147152,-122.3938603
421,238937,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1085 Alabama St,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.75448932,-122.4110771
422,238697,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,189 Highland Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.7373392,-122.4215722
423,233707,DPW Maintained,Olea europaea :: Olive Tree,579 Noe St,2.0,Sidewalk: Curb side : Yard,Private,,4,Width 3ft,37.75976298,-122.4325799
429,25569,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,50X Industrial St,14.0,Sidewalk: Curb side : Cutout,Private,,0,4X4,37.73993926,-122.4003467
432,9879,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,1515 Gough St,2.0,Sidewalk: Curb side : Cutout,Private,,9,4X4,37.78777419,-122.4252728
433,42729,DPW Maintained,Pittosporum undulatum :: Victorian Box,1790 Yosemite Ave,4.0,Sidewalk: Curb side : Cutout,Private,6/26/00 0:00,9,,37.7287859,-122.3949019
435,133215,DPW Maintained,Pittosporum undulatum :: Victorian Box,601 Davis St,6.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.79744995,-122.3985135
437,13321,Permitted Site,Ulmus parvifolia :: Chinese Elm,435X Persia Ave,1.0,Sidewalk: Curb side : Cutout,Private,12/23/97 0:00,5,3X3,37.72149258,-122.4324059
438,193249,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,88 04th St,3.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.78458869,-122.4045541
439,33778,Permitted Site,Magnolia grandiflora :: Southern Magnolia,77 Beale St,9.0,Sidewalk: Curb side : Cutout,Private,1/5/15 0:00,3,3x3,37.79150508,-122.396128
440,75651,DPW Maintained,Olea europaea :: Olive Tree,594 19th Ave,3.0,Sidewalk: Curb side : Cutout,Private,,7,,37.77677041,-122.4781325
441,228613,DPW Maintained,Lophostemon confertus :: Brisbane Box,658 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,Private,,23,Width 3ft,37.74493426,-122.4224628
442,9101,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5700 Geary Blvd,2.0,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.7804141,-122.480714
443,138816,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,727 Grove St,1.0,Sidewalk: Curb side : Yard,Private,,20,Width 0ft,37.77707912,-122.4284862
446,230480,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1180 Florida St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.75308806,-122.4101767
447,135145,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1411 The Embarcadero,2.0,Sidewalk: Property side : Yard,Private,,10,,37.80851321,-122.411139
449,116178,DPW Maintained,Pittosporum undulatum :: Victorian Box,94X Natoma St,2.0,Sidewalk: Curb side : Cutout,Private,,8,2x2,37.78739461,-122.3986281
452,226509,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',855 Treat Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.75652431,-122.4133046
453,133393,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3742 Washington St,4.0,Sidewalk: Curb side : Yard,Private,,11,Width 2ft,37.78905835,-122.454828
456,213143,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,233 Granada Ave,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.72264483,-122.457244
458,139311,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1333 GOUGH ST,4.0,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.78585111,-122.4248745
459,240004,DPW Maintained,Pyrus calleryana :: Ornamental Pear,3652 22nd St,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.75488226,-122.4290488
460,121650,Undocumented,Arbutus 'Marina' :: Hybrid Strawberry Tree,90 Fernwood Dr,5.0,Sidewalk: Curb side : Cutout,Private,1/3/17 0:00,3,2x2,37.73291821,-122.460606
461,13418,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1 Market St,2.0,Sidewalk: Curb side : Cutout,DPW,,40,4x4,37.7939088,-122.3953659
462,236163,DPW Maintained,Pittosporum undulatum :: Victorian Box,136 Whitney St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.73911068,-122.4276084
463,134817,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,995 Chestnut St,2.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.80288284,-122.4195871
465,234810,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1613 Market St,1.0,Sidewalk: Curb side : Cutout,Private,,18,Width 4ft,37.77409175,-122.420347
469,5379,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,299 Dolores St,2.0,Sidewalk: Curb side : Cutout,DPW,,60,4X4,37.76491628,-122.4262601
472,3446,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,26 Cameo Way,1.0,Sidewalk: Curb side : Cutout,Private,,35,3X3,37.7453499,-122.4444185
473,6084,DPW Maintained,Pittosporum undulatum :: Victorian Box,1989 Eddy St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.78033346,-122.440353
475,41171,DPW Maintained,Olea europaea :: Olive Tree,14 Avila St,1.0,Sidewalk: Curb side : Cutout,Private,11/23/99 0:00,7,,37.80053798,-122.4403048
476,141621,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1801 GROVE ST,3.0,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.77466979,-122.4473934
479,182056,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,1338 28th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 0ft,37.762384,-122.4866283
482,132897,DPW Maintained,Pittosporum undulatum :: Victorian Box,2527 Scott St,3.0,Sidewalk: Curb side : Yard,Private,,5,Width 4ft,37.79343676,-122.439897
484,235766,DPW Maintained,Prunus cerasifera :: Cherry Plum,1300 San Bruno Ave,2.0,Sidewalk: Curb side : Cutout,Private,,8,Width 5ft,37.75294675,-122.4044447
485,182235,DPW Maintained,Prunus cerasifera :: Cherry Plum,1431 28th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.76062623,-122.4866668
