,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
401,232598,DPW Maintained,New Zealand Xmas Tree,62 Worth St,3.0,Sidewalk: Curb side : Yard,Private,,7,Width 4ft,37.7543975,-122.4399468
402,229002,DPW Maintained,Brisbane Box,3505 19th St,2.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.76002023,-122.421844
404,30985,DPW Maintained,Southern Magnolia,2021 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/7/09 0:00,4,3x3,37.7940157,-122.4289981
410,18512,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',626 Powell St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.79058106,-122.408804
412,244519,DPW Maintained,Victorian Box,547 Page St,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 0ft,37.77308716,-122.4297603
413,179998,DPW Maintained,Swamp Myrtle,1261 Sunnydale Ave,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.71121815,-122.4138312
414,62400,DPW Maintained,New Zealand Xmas Tree,1080 Chestnut St,1.0,Sidewalk: Curb side : Cutout,Private,10/25/85 0:00,7,,37.80285682,-122.4208902
418,211747,DPW Maintained,Victorian Box,70 Forest Side Ave,1.0,Sidewalk: Curb side : Cutout,Private,3/6/17 0:00,3,Width 3ft,37.74210344,-122.4683732
420,202761,DPW Maintained,Brisbane Box,89 Long Bridge St,8.0,Sidewalk: Curb side : Cutout,Private,,2,Width 5ft,37.77147152,-122.3938603
422,238697,DPW Maintained,Sycamore: London Plane,189 Highland Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.7373392,-122.4215722
429,25569,Permitted Site,Sycamore: London Plane,50X Industrial St,14.0,Sidewalk: Curb side : Cutout,Private,,0,4X4,37.73993926,-122.4003467
433,42729,DPW Maintained,Victorian Box,1790 Yosemite Ave,4.0,Sidewalk: Curb side : Cutout,Private,6/26/00 0:00,9,,37.7287859,-122.3949019
435,133215,DPW Maintained,Victorian Box,601 Davis St,6.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.79744995,-122.3985135
438,193249,DPW Maintained,Southern Magnolia,88 04th St,3.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.78458869,-122.4045541
439,33778,Permitted Site,Southern Magnolia,77 Beale St,9.0,Sidewalk: Curb side : Cutout,Private,1/5/15 0:00,3,3x3,37.79150508,-122.396128
441,228613,DPW Maintained,Brisbane Box,658 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,Private,,23,Width 3ft,37.74493426,-122.4224628
442,9101,DPW Maintained,New Zealand Xmas Tree,5700 Geary Blvd,2.0,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.7804141,-122.480714
443,138816,DPW Maintained,Sycamore: London Plane,727 Grove St,1.0,Sidewalk: Curb side : Yard,Private,,20,Width 0ft,37.77707912,-122.4284862
446,230480,DPW Maintained,Southern Magnolia,1180 Florida St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.75308806,-122.4101767
447,135145,DPW Maintained,Sycamore: London Plane,1411 The Embarcadero,2.0,Sidewalk: Property side : Yard,Private,,10,,37.80851321,-122.411139
449,116178,DPW Maintained,Victorian Box,94X Natoma St,2.0,Sidewalk: Curb side : Cutout,Private,,8,2x2,37.78739461,-122.3986281
452,226509,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',855 Treat Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.75652431,-122.4133046
453,133393,DPW Maintained,Sycamore: London Plane,3742 Washington St,4.0,Sidewalk: Curb side : Yard,Private,,11,Width 2ft,37.78905835,-122.454828
456,213143,DPW Maintained,New Zealand Xmas Tree,233 Granada Ave,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.72264483,-122.457244
458,139311,DPW Maintained,Sycamore: London Plane,1333 GOUGH ST,4.0,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.78585111,-122.4248745
460,121650,Undocumented,Hybrid Strawberry Tree,90 Fernwood Dr,5.0,Sidewalk: Curb side : Cutout,Private,1/3/17 0:00,3,2x2,37.73291821,-122.460606
461,13418,DPW Maintained,Sycamore: London Plane,1 Market St,2.0,Sidewalk: Curb side : Cutout,DPW,,40,4x4,37.7939088,-122.3953659
462,236163,DPW Maintained,Victorian Box,136 Whitney St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.73911068,-122.4276084
463,134817,DPW Maintained,Sycamore: London Plane,995 Chestnut St,2.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.80288284,-122.4195871
465,234810,DPW Maintained,Sycamore: London Plane,1613 Market St,1.0,Sidewalk: Curb side : Cutout,Private,,18,Width 4ft,37.77409175,-122.420347
469,5379,DPW Maintained,Southern Magnolia,299 Dolores St,2.0,Sidewalk: Curb side : Cutout,DPW,,60,4X4,37.76491628,-122.4262601
473,6084,DPW Maintained,Victorian Box,1989 Eddy St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.78033346,-122.440353
476,141621,DPW Maintained,Southern Magnolia,1801 GROVE ST,3.0,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.77466979,-122.4473934
482,132897,DPW Maintained,Victorian Box,2527 Scott St,3.0,Sidewalk: Curb side : Yard,Private,,5,Width 4ft,37.79343676,-122.439897
484,235766,DPW Maintained,Cherry Plum,1300 San Bruno Ave,2.0,Sidewalk: Curb side : Cutout,Private,,8,Width 5ft,37.75294675,-122.4044447
485,182235,DPW Maintained,Cherry Plum,1431 28th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.76062623,-122.4866668
487,230109,DPW Maintained,Southern Magnolia,60 Manchester St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 4ft,37.74619666,-122.4143592
489,237149,DPW Maintained,Kwanzan Flowering Cherry,601 Hampshire St,2.0,Sidewalk: Curb side : Cutout,Private,,1,Width 5ft,37.76159701,-122.4080679
490,189765,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2200 26th St,5.0,Sidewalk: Curb side : Yard,Private,,18,,37.75066047,-122.4016116
491,195119,DPW Maintained,Sycamore: London Plane,700 Minnesota St,12.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.76087654,-122.3906053
494,92336,DPW Maintained,Swamp Myrtle,2570 32nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/28/09 0:00,1,3x3,37.73928609,-122.4893228
496,213176,DPW Maintained,New Zealand Xmas Tree,75 Jules Ave,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.7195783,-122.4613183
497,185384,DPW Maintained,New Zealand Xmas Tree,2300 Sunset Blvd,1.0,Sidewalk: Curb side : Yard,Private,,8,Width 0ft,37.74265566,-122.494309
498,130447,DPW Maintained,Southern Magnolia,2701 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.79535393,-122.4437077
499,13438,DPW Maintained,Sycamore: London Plane,2X Market St,6.0,Sidewalk: Curb side : Cutout,DPW,12/12/02 0:00,6,4x4,37.79432565,-122.3952546
501,214687,DPW Maintained,Kwanzan Flowering Cherry,2624 14th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.73870492,-122.4697807
505,23045,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1009 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,7/19/94 0:00,20,3X3,37.75664963,-122.4209814
511,236045,DPW Maintained,Victorian Box,87 Sharon St,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 4ft,37.76458824,-122.4297358
512,130659,DPW Maintained,Southern Magnolia,2041 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.78946753,-122.4425316
514,84397,DPW Maintained,Swamp Myrtle,2101 Jerrold Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,,37.74449257,-122.3996366
518,195337,DPW Maintained,Sycamore: London Plane,55 Steuart St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.7940156,-122.3940271
519,5020,DPW Maintained,New Zealand Xmas Tree,5320 Diamond Heights Blvd,4.0,Sidewalk: Curb side : Cutout,Private,1/6/92 0:00,3,2X2,37.74301859,-122.4370193
521,82793,DPW Maintained,Hybrid Strawberry Tree,1650 Moraga St,1.0,Sidewalk: Curb side : Cutout,Private,10/30/07 0:00,5,3x3,37.75601024,-122.4805368
522,235021,DPW Maintained,Victorian Box,575 Douglass St,2.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.7543927,-122.4387246
527,234944,DPW Maintained,Victorian Box,520 Clipper St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 5ft,37.74878491,-122.4366364
533,5306,DPW Maintained,New Zealand Xmas Tree,1635 Divisadero St,8.0,Sidewalk: Curb side : Cutout,Private,,10,3X3,37.7844831,-122.4398411
535,75940,DPW Maintained,Brisbane Box,539 Bryant St,3.0,Sidewalk: Curb side : Cutout,Private,,6,,37.78029276,-122.3969876
536,133296,DPW Maintained,Sycamore: London Plane,2500 Green St,2.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.79556754,-122.4404336
542,133387,DPW Maintained,Sycamore: London Plane,3730 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.78909477,-122.4544923
546,43519,DPW Maintained,Cherry Plum,534 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,7/19/00 0:00,5,,37.77529897,-122.4395004
548,51292,DPW Maintained,Swamp Myrtle,178 Delta St,1.0,Sidewalk: Curb side : Cutout,Private,8/26/04 0:00,4,,37.71616097,-122.4082335
549,63559,DPW Maintained,New Zealand Xmas Tree,3655 Lawton St,1.0,Sidewalk: Curb side : Cutout,Private,4/27/87 0:00,7,,37.75676603,-122.5022953
550,97763,DPW Maintained,Cherry Plum,115 Commonwealth Ave,1.0,Sidewalk: Curb side : Cutout,Private,11/8/11 0:00,1,,37.78356468,-122.4557769
555,20175,DPW Maintained,Victorian Box,1200X Steiner St,4.0,Sidewalk: Curb side : Cutout,DPW,1/2/91 0:00,6,3X3,37.7807144,-122.4337918
556,212712,DPW Maintained,Cherry Plum,1453 06th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.76131762,-122.4629908
557,218415,DPW Maintained,Cherry Plum,200 Castenada Ave,2.0,Sidewalk: Curb side : Yard,Private,,3,Width 0ft,37.74768384,-122.4625323
559,60371,DPW Maintained,New Zealand Xmas Tree,1443 Palou Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/26/82 0:00,9,3x3,37.73225439,-122.3880436
561,128770,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',63 Maiden Ln,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 1ft,37.78829598,-122.4043735
562,200788,DPW Maintained,New Zealand Xmas Tree,1600 McKinnon Ave,2.0,Sidewalk: Curb side : Cutout,Private,,17,Width 0ft,37.73603211,-122.3892175
563,127598,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',7 Ada Ct,5.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.78569139,-122.4157502
565,13521,DPW Maintained,Sycamore: London Plane,388 Market St,4.0,Sidewalk: Curb side : Cutout,DPW,,20,4x4,37.79187674,-122.398261
566,84389,DPW Maintained,Swamp Myrtle,2101 Jerrold Ave,9.0,Sidewalk: Curb side : Cutout,Private,,4,,37.74426564,-122.3992313
571,122798,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1458 Kansas St,2.0,Sidewalk: Curb side : Cutout,Private,,16,4x4,37.7511212,-122.4023383
574,130542,DPW Maintained,Southern Magnolia,150 Spruce St,1.0,Sidewalk: Curb side : Yard,Private,,7,Width 4ft,37.78959018,-122.4539735
575,6219,DPW Maintained,Sycamore: London Plane,1215 Ellis St,2.0,Sidewalk: Curb side : Cutout,DPW,,15,3X3,37.78279323,-122.4266965
578,81216,DPW Maintained,Southern Magnolia,1490 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,,37.7599769,-122.4778682
579,31387,DPW Maintained,Swamp Myrtle,1314 Ulloa St,1.0,Sidewalk: Curb side : Cutout,Private,4/21/95 0:00,12,3x3,37.74147654,-122.4705383
580,193931,DPW Maintained,New Zealand Xmas Tree,102 Whitney Young Cir,8.0,Sidewalk: Curb side : Cutout,Private,,21,Width 3ft,37.73451735,-122.3847684
581,178446,DPW Maintained,Victorian Box,300x Mansell St,8.0,Median : Cutout,DPW,,7,Width 0ft,37.72067242,-122.4044456
582,190212,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',55 Main St,9.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.79266809,-122.395822
583,126797,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',3898 Divisadero St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.80525905,-122.4438293
587,118076,DPW Maintained,Swamp Myrtle,6950 Geary Blvd,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.77978442,-122.4941907
590,21914,DPW Maintained,Brisbane Box,2190 03rd St,4.0,Sidewalk: Curb side : Cutout,DPW,10/10/17 12:13,3,3X3,37.76215959,-122.3888532
593,235105,DPW Maintained,Victorian Box,15 Powers Ave,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.74602846,-122.4190307
595,133162,DPW Maintained,Victorian Box,2200 Grant Ave,6.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.80767295,-122.4089567
596,134077,DPW Maintained,Sycamore: London Plane,2501 Vallejo St,3.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.79471418,-122.4385448
597,106086,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2712 Webster St,2.0,Sidewalk: Curb side : Cutout,Private,,17,,37.79603505,-122.4335053
600,29321,DPW Maintained,Brisbane Box,1250X Portola Dr,10.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.74005199,-122.4632537
602,11222,DPW Maintained,Hybrid Strawberry Tree,1050X Ingalls St,8.0,Sidewalk: Curb side : Cutout,Private,12/22/15 0:00,3,3X4,37.73286112,-122.3796919
609,212791,DPW Maintained,Sycamore: London Plane,550 Congo St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 2ft,37.73382221,-122.441955
611,241783,DPW Maintained,Swamp Myrtle,209 Day St,8.0,Sidewalk: Curb side : Cutout,Private,,12,Width 5ft,37.74277309,-122.4276586
612,131636,DPW Maintained,New Zealand Xmas Tree,1 John Maher St,7.0,Sidewalk: Curb side : Cutout,Private,,9,Width 2ft,37.80099373,-122.4009247
620,7977,DPW Maintained,Victorian Box,2007 Franklin St,2.0,Sidewalk: Curb side : Cutout,Private,,15,3X3,37.79320611,-122.4246733
621,133662,DPW Maintained,Sycamore: London Plane,3301 Van Ness Ave,16.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.80621167,-122.4256985
624,130514,DPW Maintained,Southern Magnolia,3511 Clay St,2.0,Sidewalk: Curb side : Cutout,Private,,9,Width 2ft,37.78855111,-122.4507397
628,187310,DPW Maintained,New Zealand Xmas Tree,2200 Sunset Blvd,3.0,Sidewalk: Curb side : Yard,Private,,24,Width 0ft,37.74464844,-122.4944676
629,178973,DPW Maintained,Kwanzan Flowering Cherry,1501 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.73052706,-122.4359038
631,50236,DPW Maintained,Swamp Myrtle,1450 32nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/27/03 0:00,5,,37.76012011,-122.4907854
632,124670,DPW Maintained,Victorian Box,362 Arguello Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.78452751,-122.4590107
633,93481,DPW Maintained,Southern Magnolia,1514 Jerrold Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/11/10 0:00,1,3x3,37.73805455,-122.3879314
634,51921,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',101 Walnut St,1.0,Sidewalk: Curb side : Cutout,Private,7/20/05 0:00,8,,37.79047913,-122.4492422
637,178453,DPW Maintained,Victorian Box,500x Mansell St,13.0,Median : Cutout,DPW,,11,Width 0ft,37.72036784,-122.4056546
641,214577,DPW Maintained,Kwanzan Flowering Cherry,1427 Irving St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.7636368,-122.4733357
644,29273,DPW Maintained,Brisbane Box,300X Portola Dr,17.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.74666796,-122.4469037
645,131332,DPW Maintained,New Zealand Xmas Tree,1308 Francisco St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.80301179,-122.4270228
649,38849,DPW Maintained,Victorian Box,1567 20th Ave,2.0,Sidewalk: Curb side : Cutout,Private,11/2/98 0:00,7,,37.75852933,-122.4779354
651,232612,DPW Maintained,New Zealand Xmas Tree,25 Wilder St,2.0,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.73394731,-122.4327086
652,200423,DPW Maintained,Brisbane Box,2955 03rd St,10.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.75239775,-122.3875551
653,183683,DPW Maintained,Southern Magnolia,4109 Irving St,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 0ft,37.76238886,-122.5020072
654,132500,DPW Maintained,Victorian Box,2512 Union St,2.0,Sidewalk: Curb side : Cutout,Private,,18,Width 3ft,37.79647697,-122.4408546
655,212764,DPW Maintained,Sycamore: London Plane,450 Vicente St,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.73955924,-122.4719839
657,2120,DPW Maintained,Hybrid Strawberry Tree,1100X Bosworth St,9.0,Sidewalk: Curb side : Cutout,DPW,7/6/05 0:00,3,3X3,37.73462174,-122.4388132
660,138964,DPW Maintained,Sycamore: London Plane,686 HAYES ST,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.77636983,-122.427687
662,132934,DPW Maintained,Victorian Box,2266 Jackson St,3.0,Sidewalk: Curb side : Cutout,Private,,29,Width 4ft,37.79281795,-122.43238
663,201219,DPW Maintained,Southern Magnolia,685 Folsom St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.78412593,-122.3983471
664,196118,DPW Maintained,Cherry Plum,860 De Haro St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.75884855,-122.4011392
666,218622,DPW Maintained,Swamp Myrtle,734 Quintara St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 2ft,37.74883301,-122.4735624
670,124223,DPW Maintained,Cherry Plum,165 Stanyan Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.77847439,-122.4554862
671,137534,DPW Maintained,Sycamore: London Plane,1571 Steiner St,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.78372977,-122.4345623
673,17750,DPW Maintained,Brisbane Box,1661 Pine St,2.0,Sidewalk: Curb side : Cutout,Private,1/20/00 0:00,4,3X3,37.7891686,-122.4234991
674,42734,DPW Maintained,Southern Magnolia,2155 Bay Shore Blvd,6.0,Sidewalk: Curb side : Cutout,Private,6/26/00 0:00,24,,37.71273501,-122.4007401
675,264722,DPW Maintained,Hybrid Strawberry Tree,1301 16th St,9.0,Sidewalk: Curb side : Cutout,Private,9/17/20 0:00,3,,37.7658429,-122.4002422
676,250608,DPW Maintained,Brisbane Box,2201 Golden Gate Ave,33.0,Sidewalk: Property side : Yard,Private,,5,,37.77746317,-122.4477408
678,212314,DPW Maintained,Cherry Plum,201 Edgewood Ave,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.76205536,-122.4550384
679,139575,DPW Maintained,Victorian Box,1203 SCOTT ST,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.7810695,-122.4373846
681,213639,DPW Maintained,Kwanzan Flowering Cherry,32 Malta Dr,21.0,Sidewalk: Curb side : Yard,Private,,6,Width 3ft,37.7353316,-122.4439587
684,234259,DPW Maintained,Victorian Box,207 Prospect Ave,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.74200111,-122.419626
685,97726,DPW Maintained,Brisbane Box,2999X Polk St,9.0,Sidewalk: Curb side : Cutout,SFUSD,,6,4x4,37.80379024,-122.4241452
686,37548,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',952 Sutter St,1.0,Sidewalk: Curb side : Cutout,Private,6/22/98 0:00,13,,37.78834369,-122.4160206
688,95931,DPW Maintained,Kwanzan Flowering Cherry,691 27th Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/29/11 0:00,2,3x3,37.77638849,-122.4866995
690,237384,DPW Maintained,Kwanzan Flowering Cherry,145 Bartlett St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.75460896,-122.4197246
691,131399,DPW Maintained,New Zealand Xmas Tree,2331 Vallejo St,2.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.7951195,-122.4354341
693,213128,DPW Maintained,New Zealand Xmas Tree,126 Hearst Ave,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.73077529,-122.4403831
694,235351,DPW Maintained,Sycamore: London Plane,1661 15th St,2.0,Sidewalk: Curb side : Cutout,Private,,15,Width 5ft,37.7665193,-122.42131
700,228066,DPW Maintained,Brisbane Box,15 Elk St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.7370847,-122.4397518
703,28341,DPW Maintained,Sycamore: London Plane,3119 Mission St,3.0,Sidewalk: Curb side : Cutout,DPW,1/12/04 0:00,6,3X3,37.74755461,-122.4184944
705,178605,DPW Maintained,Sycamore: London Plane,0 Gonzalez Dr,6.0,Sidewalk: Curb side : Yard,Private,,2,,37.71747795,-122.4817117
706,66091,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1034 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,8/8/90 0:00,14,,37.8005368,-122.4165516
707,19493,DPW Maintained,Swamp Myrtle,20X Saint Joseph's Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.77977346,-122.4406517
710,181717,DPW Maintained,Hybrid Strawberry Tree,1213 27th Ave,3.0,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.76473788,-122.4858799
712,224403,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',298 Clinton Park,5.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.76903774,-122.426357
713,219666,DPW Maintained,Hybrid Strawberry Tree,4924 17th St,2.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.76157899,-122.4511199
715,180134,DPW Maintained,Swamp Myrtle,855 Naples St,8.0,Sidewalk: Curb side : Cutout,Private,,10,Width 2ft,37.71586903,-122.43488
716,212474,DPW Maintained,Cherry Plum,2634 17th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.73875567,-122.4731672
717,1748,DPW Maintained,Sycamore: London Plane,111 Bay St,12.0,Sidewalk: Curb side : Cutout,PUC,,18,5,37.80627197,-122.4077539
718,131435,DPW Maintained,New Zealand Xmas Tree,333 O'Farrell St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.78595976,-122.4110937
724,27836,Permitted Site,Sycamore: London Plane,900X The Embarcadero,9.0,Sidewalk: Curb side : Cutout,Port,12/20/00 0:00,24,,37.80288457,-122.4006465
727,141721,DPW Maintained,Sycamore: London Plane,1575 GEARY BLVD,5.0,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.78463539,-122.4291126
730,7715,DPW Maintained,Brisbane Box,101X Franklin St,3.0,Sidewalk: Curb side : Cutout,DPW,2/15/05 0:00,7,3X3,37.77523536,-122.4210481
735,177172,DPW Maintained,Brisbane Box,18 Hester Ave,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.71418628,-122.3981911
739,2883,DPW Maintained,Sycamore: London Plane,1500X California St,1.0,Sidewalk: Curb side : Cutout,DPW,,75,3X3,37.79085004,-122.4192691
743,124375,DPW Maintained,Cherry Plum,47 Jordan Ave,1.0,Sidewalk: Curb side : Yard,Private,,13,Width 4ft,37.78502238,-122.456983
744,46092,DPW Maintained,Southern Magnolia,100 19th Ave,2.0,Sidewalk: Curb side : Cutout,Private,12/10/01 0:00,2,,37.78579691,-122.478625
746,183645,DPW Maintained,New Zealand Xmas Tree,1488 La Playa,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.75876929,-122.5089597
748,127319,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2792 Fillmore St,4.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.79506831,-122.4350032
